epoch,train_loss,train_acc,val_loss,val_acc
1,0.19837181726495426,0.94355,0.09819575543999672,0.9708
2,0.08928729132264852,0.9723,0.08486221277788282,0.9741
3,0.0692522454597056,0.9782166666666666,0.0888894936900586,0.9735
4,0.05654090776219964,0.98205,0.07193029552614316,0.9767
5,0.051266850814719996,0.9832833333333333,0.05992136327307671,0.9813
6,0.02566167899450908,0.9918166666666667,0.048590442180191165,0.9838
7,0.0210458008993417,0.99345,0.052833859263570045,0.9834
8,0.021007807345564167,0.99335,0.05564265269250609,0.9841
9,0.019368817974689107,0.9939333333333333,0.0557376329904655,0.9827
10,0.01889915652393053,0.9934833333333334,0.059822967291297394,0.9819
