epoch,train_loss,train_acc,val_loss,val_acc
1,0.42761371245384217,0.8798333333333334,0.1340009546905756,0.9613
2,0.23188084067900974,0.9331166666666667,0.10833034509755671,0.9661
3,0.18987757813135783,0.94485,0.09000046162717044,0.9721
4,0.17099943221906821,0.9514,0.0813372701447457,0.9751
5,0.156827747130394,0.9535833333333333,0.07124862904008478,0.9769
6,0.12689329893092313,0.9628833333333333,0.06271257940558717,0.9808
7,0.11593437339961529,0.9661333333333333,0.059766373287606984,0.9814
8,0.11069400739471118,0.9681666666666666,0.06009340155231766,0.9812
9,0.10489243735174338,0.9693666666666667,0.056438197224447505,0.9816
10,0.10110707985858122,0.9700833333333333,0.05822008386719972,0.9818
