epoch,train_loss,train_acc,val_loss,val_acc
1,0.23641686563591163,0.92985,0.09313042614273727,0.9709
2,0.13088932588001093,0.9606,0.08024693923331797,0.9743
3,0.10575450496425232,0.9679,0.07437513675615191,0.9775
4,0.09427969428151846,0.97065,0.0690638443720527,0.9779
5,0.0887978588938713,0.9717833333333333,0.06481953946463764,0.9801
6,0.058725475640843315,0.98125,0.05125170373020228,0.9844
7,0.054963832695782186,0.9823666666666667,0.056194676864054056,0.9835
8,0.04945351678455869,0.9845833333333334,0.0508370996715501,0.9841
9,0.05039148246794939,0.98365,0.048042127222486304,0.9846
10,0.04581876473563413,0.98485,0.0484855980318971,0.9843
