epoch,train_loss,train_acc,val_loss,val_acc
1,0.2916523313164711,0.9185333333333333,0.10722654913663864,0.9661
2,0.14840215146342914,0.95565,0.08727239148691296,0.9735
3,0.11980033373137315,0.96345,0.07408324772715569,0.9758
4,0.10305030405918757,0.9685333333333334,0.06554240893051028,0.9806
5,0.08760488790770372,0.9726166666666667,0.05654025828531012,0.9824
6,0.06526309013192852,0.9802833333333333,0.05049815972116776,0.9837
7,0.05619814464238783,0.9826666666666667,0.050883700520824644,0.9836
8,0.052239387769003706,0.9831333333333333,0.04825960665770108,0.9853
9,0.047543759406730536,0.9848,0.04764054275328526,0.9857
10,0.04435159273073077,0.9857833333333333,0.0495517452297383,0.9853
