epoch,train_loss,train_acc,val_loss,val_acc
1,1.519753603591919,0.44242,1.193897038269043,0.585
2,1.038690626964569,0.62684,1.046548042869568,0.6448
3,0.8187125526618958,0.71334,0.7421182829380035,0.7451
4,0.7067107577133178,0.75442,0.7527399285316467,0.7374
5,0.6315728554534912,0.78334,0.610087536239624,0.7898
6,0.4973231304359436,0.8281,0.606324389743805,0.8081
7,0.46021099382400515,0.8405,0.4674665461540222,0.8443
8,0.43080996874809263,0.8525,0.5080684215068817,0.8319
9,0.4107516965484619,0.85948,0.43028299617767335,0.8578
10,0.38758606042861937,0.86542,0.385069867682457,0.8729
11,0.3096656095695496,0.89338,0.35177644376754763,0.8828
12,0.2882471019935608,0.90026,0.355919561624527,0.8849
13,0.27374814379692075,0.90594,0.3280660350799561,0.8908
14,0.25953628261566164,0.9103,0.34790225639343264,0.8849
15,0.24849428841590882,0.91528,0.3420369040489197,0.8911
16,0.2037779126596451,0.92998,0.29046697959899903,0.9095
17,0.19023013491630555,0.93466,0.27818565378189086,0.911
18,0.18246386919021607,0.93796,0.2952704833507538,0.9104
19,0.17472882056713104,0.93922,0.2942700517654419,0.9101
20,0.16822299885749817,0.94134,0.28929637579917905,0.9108
