epoch,train_loss,train_acc,val_loss,val_acc
1,1.0210490697224934,0.9105166666666666,0.14068703465759755,0.9586
2,0.7918801704406738,0.9381166666666667,0.1212865714147687,0.9626
3,0.7588767850875855,0.9425,0.12233456935063004,0.9624
4,0.7384905567487081,0.9444666666666667,0.09798333956003188,0.9713
5,0.7065022008577982,0.9465666666666667,0.08785099241584539,0.9719
6,0.578625433921814,0.9596833333333333,0.07316989897545427,0.9773
7,0.5380987866401672,0.9600833333333333,0.07356329603232444,0.9765
8,0.5216861448605855,0.96025,0.06643409107960761,0.979
9,0.4998268331845601,0.9604333333333334,0.06799563874788582,0.9795
10,0.4868311979929606,0.9624166666666667,0.06969641363732516,0.9782
