epoch,train_loss,train_acc,val_loss,val_acc
1,0.8276593987655639,0.1336,2.0489959770202635,0.2788
2,0.6651382544517517,0.27536,1.8486690895080566,0.3967
3,0.6426883973312378,0.34044,1.772247688293457,0.4205
4,0.6280463875770569,0.38506,1.7391542499542236,0.454
5,0.618270033340454,0.41842,1.694802067565918,0.4966
6,0.6083024957847595,0.44844,1.650544374847412,0.5103
7,0.6030437421226501,0.47072,1.6509455827713013,0.5195
8,0.5985198676490784,0.4808,1.61036713180542,0.5385
9,0.5950354191589355,0.49468,1.5887086854934693,0.5504
10,0.5914114336776733,0.51028,1.585508529663086,0.5386
11,0.5863005744361878,0.52246,1.561010789680481,0.5608
12,0.5844427445411682,0.52962,1.5604175350189209,0.5712
13,0.5828008738136291,0.53602,1.5565586967468261,0.5806
14,0.5814328628158569,0.54128,1.5470867805480957,0.5733
15,0.5793319744491577,0.54536,1.535147134399414,0.5616
16,0.576403361568451,0.55234,1.531598137664795,0.5734
17,0.5752978191566467,0.55656,1.5084077022552491,0.5974
18,0.5747631905937195,0.55822,1.505588053894043,0.6015
19,0.5732751242637635,0.5658,1.501134715652466,0.5954
20,0.5726939784049988,0.5652,1.5016437278747559,0.5993
