epoch,train_loss,train_acc,val_loss,val_acc
1,0.9950283599472046,0.6835,0.6992413348197937,0.7629
2,0.7029024802017212,0.76172,0.6340753534317016,0.7848
3,0.6625514731407166,0.77282,0.6279344899177551,0.7884
4,0.6401920175743103,0.77928,0.614433379650116,0.7879
5,0.6253978478431702,0.78366,0.6083121318817138,0.7917
6,0.6155032233619689,0.78676,0.599197500371933,0.7941
7,0.6103976317787171,0.7897,0.5896102595329284,0.8
8,0.6088139372253418,0.7909,0.5866667501449585,0.7982
9,0.6030851302337646,0.79214,0.5877765100479126,0.7971
10,0.6025474412631988,0.79172,0.5869158524513245,0.7998
11,0.591201369972229,0.79796,0.5811625468254089,0.8039
12,0.59211373046875,0.79492,0.5764079432487488,0.803
13,0.5957459894180298,0.79566,0.5782594985961914,0.8039
14,0.5924998616027832,0.79622,0.5776658552646637,0.8013
15,0.5938684274482727,0.79608,0.5771617425918579,0.8033
16,0.587159851474762,0.7976,0.5827268273353576,0.8001
